,restaurant,entree,price,description,cuisine
19986,Marco's Pizza 8466,The Works Pizza,,"Pepperoni, ham, green peppers, Italian sausage, mushrooms, bacon, onions, our original sauce and signature 3 cheeses.",N/A
19987,Marco's Pizza 8466,Pepperoni Magnifico Pizza,,"Pepperoni, old world pepperoni, romesan seasoning, our original sauce and signature 3 cheeses.",N/A
19988,Marco's Pizza 8466,Medium Gluten Free The Big Cheese Pizza,$11.99,"Our original sauce and signature 3 cheeses, plus cheddar and shaved Parmesan, topped with our Parmesan cheese crust topper.",N/A
19989,Marco's Pizza 8466,The Big Cheese Pizza,,"Our original sauce and signature 3 cheeses, plus cheddar and shaved Parmesan, topped with our Parmesan cheese crust topper.",N/A
19990,Marco's Pizza 8466,Barbq Chicken Pizza,,"Grilled chicken, bacon, onions, our signature 3 cheese and original sauce, topped with tangy BBQ sauce.",N/A
19991,Marco's Pizza 8466,Medium Gluten Free Pepperoni Magnifico Pizza,$11.99,"Pepperoni, old world pepperoni, romesan seasoning, our original sauce and signature 3 cheeses.",N/A
19992,Marco's Pizza 8466,Medium Gluten Free Barbq Chicken Pizza,$13.99,"Grilled chicken, bacon, onions, our signature 3 cheese and original sauce, topped with tangy BBQ sauce.",N/A
19993,Marco's Pizza 8466,Pepperoni Calzone,$7.99,"Stuffed with pepperoni and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
19994,Marco's Pizza 8466,Deluxe Calzone,$7.99,"Stuffed with pepperoni, Italian sausage, mushrooms, green peppers, onions and
                      our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
19995,Marco's Pizza 8466,Chicken Classico Calzone,$7.99,"Stuffed with grilled chicken, bacon, onions and our signatures 3 cheeses, served with a side of our ranch dipping sauce.",N/A
19996,Marco's Pizza 8466,All Meat Calzone,$7.99,"Stuffed with pepperoni, ham, Italian sausage, bacon and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
19997,Marco's Pizza 8466,Build Your Own Calzone,$7.99,"Stuffed with up to 5 toppings of your choice and our signature 3 cheeses, served with a side of our original pizza sauce.",N/A
19998,Mi Tierra,Horchata,,"Rice, milk and cinnamon.",N/A
19999,Mi Tierra,Tamarindo,, Tamarind Juice.,N/A
20000,Mi Tierra,Atol de Elote,,Sweet corn shouder.,N/A
20001,Mi Tierra,Coffe,,,N/A
20002,Mi Tierra,Tropical,,Mixed Fruits with juice.,N/A
20003,Mi Tierra,Mango and Orange,,,N/A
20004,Mi Tierra,Res,,Beef and veggies.,N/A
20005,Mi Tierra,Mondongo,,"Crowfeet, tripe and veggies.
                    ",N/A
20006,Mi Tierra,Sautee Veggies with Garlic Sauce Over Rice,,,N/A
20007,Mi Tierra,Pupusas,,"Stuffed tortillas with cheese served with beans, plantain and rice.",N/A
20008,Sharks Fish and Chicken,Italian Beef,$8.99,"Thin sliced Italian beef, beef gravy, giardiniera peppers and American cheese.",N/A
20009,Sharks Fish and Chicken,Philly Mix,$9.99,"Sliced steak, sliced chick on breast, green peppers, onion, lettuce, tomato, mayo, Swiss and Provolone cheese.",N/A
20010,Sharks Fish and Chicken,Grilled Chicken Hawawi,$8.99,"Grilled 100% chicken breast, lettuce, tomato, Provolone cheeseand mayo.",N/A
20011,Sharks Fish and Chicken,Chicken Pita,$7.49,"Grilled chicken breast, lettuce, tomato and sauce.",N/A
20012,Sharks Fish and Chicken,Classic Cheeseburger,$8.99,"100% fresh ground beef patty, lettuce, tomato, onion, pickles, ketchup, mustard, mayoand American cheese.",N/A
20013,Sharks Fish and Chicken,Godfather Burger,$8.99,"Beef patty, Italian beef, giardiniera peppers and American cheese.",N/A
20014,Sharks Fish and Chicken,Shark o Oyster,$8.99,"Fried oyster, American cheese, lettuce, tomato, pickles and signature sauce mild.",N/A
20015,Sharks Fish and Chicken,Shark O Fish,$7.99,"Fried cat fillet American cheese, lettuce, tomato, picklesand tarter sauce.",N/A
20016,Sharks Fish and Chicken,Crispy Buffalo Chicken,$7.99,"Fried chicken breast, buffalo sauce, lettuce, tomato, onionand ranch.",N/A
20017,Sharks Fish and Chicken,Shark O Shrimp,$8.99,"Fried shrimp, American cheese, lettuce, tomato, picklesand signature mild sauce.",N/A
20018,Sharks Fish and Chicken,Gyro Cheeseburger,$8.99,"Beef patty, gyro meat, lettuce, tomato, onion, ketchup, mayo, tzatziki sauceand American cheese.",N/A
20019,Sharks Fish and Chicken,Gyro,$8.99,"Gyro meat, tomato, onion and tzatziki sauce.",N/A
20020,Sharks Fish and Chicken,Double Cheese Burger,$8.99,"Two 100% fresh ground beef patty, lettuce, tomato, onion, pickles, ketchup, mustard, mayoand American cheese.",N/A
20021,Sharks Fish and Chicken,Crispy Chicken,$7.99,"Fried chicken breast, lettuce, tomato, pickles mayo and Swiss cheese.",N/A
20022,Sharks Fish and Chicken,Party Wings Meal,,,N/A
20023,Sharks Fish and Chicken,Chicken Wings Meal,,Comes with fries and coleslaw.,N/A
20024,Sharks Fish and Chicken,Chicken Wings,,,N/A
20025,Sharks Fish and Chicken,Party Wings,,,N/A
20026,Sharks Fish and Chicken,Gizzards,,,N/A
20027,Sharks Fish and Chicken,Tenders,,,N/A
20028,Sharks Fish and Chicken,Nuggets,,,N/A
20029,Sharks Fish and Chicken,Family Pack Spacial #1,$44.99,"6 pieces fish, 15 pieces chicken, family fries, coleslaw and hush puppies.",N/A
20030,Sharks Fish and Chicken,Cat Fillets (US Farm Raised),,,N/A
20031,Sharks Fish and Chicken,Ocean Perch,,,N/A
20032,Sharks Fish and Chicken,Medium Shrimp,,,N/A
20033,Sharks Fish and Chicken,Tilapia,,,N/A
20034,Sharks Fish and Chicken,Cat Fish Nuggets,,,N/A
20035,Sharks Fish and Chicken,Cat Fillets,,,N/A
20036,Sharks Fish and Chicken,Big Bone Buffalo Fish,,,N/A
20037,Sharks Fish and Chicken,Oyesters,,,N/A
20038,Sharks Fish and Chicken,Whiting Fish,,,N/A
20039,Sharks Fish and Chicken,Frog Legs,,,N/A
20040,Sharks Fish and Chicken,Jumbo Shrimp,,,N/A
20041,Sharks Fish and Chicken,Cat Fish Steaks,,,N/A
20042,Sharks Fish and Chicken,Pick 3 Items,$16.99,,N/A
20043,Sharks Fish and Chicken,Pick 2 Items,$13.99,,N/A
20044,Sharks Fish and Chicken,Cat Fillet,,,N/A
20045,Sharks Fish and Chicken,Perch,,,N/A
20046,Sharks Fish and Chicken,Cat Steaks,,,N/A
20047,Sharks Fish and Chicken,Tilapia,,,N/A
20048,Sharks Fish and Chicken,Whiting Buffalo Fish,,,N/A
20049,Sharks Fish and Chicken,Big Bone Buffalo Fish,,,N/A
20050,Sharks Fish and Chicken,Mozzarella Sticks,$5.99,,N/A
20051,Sharks Fish and Chicken,Hush Puppies,$3.99,,N/A
20052,Sharks Fish and Chicken,Fried Green Tomato,$5.99,,N/A
20053,Sharks Fish and Chicken,Okra,$3.99,,N/A
20054,Sharks Fish and Chicken,Small Fries,$2.99,,N/A
20055,Sharks Fish and Chicken,Onion Rings,$3.99,,N/A
20056,Sharks Fish and Chicken,Cheese Poppers,$5.99,,N/A
20057,Sharks Fish and Chicken,Fried Mushrooms,$4.99,,N/A
20058,Sharks Fish and Chicken,Pizza Puff,$5.99,,N/A
20059,Sharks Fish and Chicken,Coleslaw,$3.99,,N/A
20060,Sharks Fish and Chicken,House Salad,$6.99,,N/A
20061,Sharks Fish and Chicken,Kids 5 Pieces Chicken Nugget,$3.99,,N/A
20062,Sharks Fish and Chicken,Kids 2 Pieces Wings,$4.99,,N/A
20063,Sharks Fish and Chicken,Kids 8 Pieces Shrimp,$7.99,,N/A
20064,Sharks Fish and Chicken,Kids 1 Piece Fish Fillet,$6.45,,N/A
20065,Sharks Fish and Chicken,Cookies,$1.99,,N/A
20066,Sharks Fish and Chicken,Cake,$3.99,,N/A
20067,Sharks Fish and Chicken,Cheesecake,$3.99,,N/A
20068,Sharks Fish and Chicken,Bottled Water,$1.59,,N/A
20069,Sharks Fish and Chicken,Frozen Lemonade,$3.99,,N/A
20070,Sharks Fish and Chicken,Soft Drinks,$2.89,,N/A
20071,Jerry Lee's,Mac and Cheese Bites,$12.00,,N/A
20072,Jerry Lee's,Cheese Fries,$9.60,,N/A
20073,Jerry Lee's,Sausage and Cheese Plate,$14.40,,N/A
20074,Jerry Lee's,Great Balls of Fire Dip,$13.20,,N/A
20075,Jerry Lee's,Nashville Hot Fries,$13.20,,N/A
20076,Jerry Lee's,Sliders,$15.60,,N/A
20077,Jerry Lee's,Fried Chicken Wrap,$15.60,,N/A
20078,Jerry Lee's,Memphis Nachos,$14.40,,N/A
20079,Jerry Lee's,Beale Street BBQ Fries,$13.20,,N/A
20080,Jerry Lee's,BBQ Sliders,$15.60,,N/A
20081,Jerry Lee's,Chopped Brisket Sandwich,$16.80,,N/A
20082,Jerry Lee's,BBQ Bologna Sandwich,$12.00,,N/A
20083,Jerry Lee's,BBQ Pulled Pork Quesadilla,$14.40,,N/A
20084,Jerry Lee's,Nashville Hot Chicken Quesadilla,$14.40,,N/A
20085,Jerry Lee's,Buffalo Chicken Quesadilla,$14.40,,N/A
20086,Jerry Lee's,BBQ Brisket Quesadilla,$15.60,,N/A
20087,Jerry Lee's,Boneless Wings,$15.60,,N/A
20088,Jerry Lee's,Raspberry Donut Cheesecake,$7.20,,N/A
20089,Jerry Lee's,5 Layer Rainbow Cake,$7.20,,N/A
20090,Lucy J's Bakery,Croissants,$30.00,Dozen.,N/A
20091,Lucy J's Bakery,Sweet Croissant Pockets,$42.00,Dozen.,N/A
20092,Lucy J's Bakery,Savory Croissant Pocket,$60.00,Dozen.,N/A
20093,Lucy J's Bakery,Cookies,$12.00,Dozen.,N/A
20094,Lucy J's Bakery,French Baguette,$3.25,Single.,N/A
20095,Lucy J's Bakery,Cheddar Jalapeno Bread,$3.25,Single.,N/A
20096,Lucy J's Bakery,Pie,$15.00,"9"".",N/A
20097,Lucy J's Bakery,Cake,$40.00,"9"".",N/A
20098,Lucy J's Bakery,Cupcake Bouquet,$35.00,,N/A
20099,Lucy J's Bakery,Iced Sugar Cookies,$36.00,Dozen. Iced sugar cookies to celebrate the holiday or special occasions.,N/A
20100,Lucy J's Bakery,King Cake,$30.00,"Delicious king cake filled with cream cheese or cinnamon pecan filling and topped with purple, green, and gold sprinkles. Feeds 15-20 people.",N/A
20101,Moe's Hot Wings,5 Whole Wings with Fries,$13.99,,N/A
20102,Moe's Hot Wings,5 Whole Wings with 16 oz. Drink,$14.99,,N/A
20103,Moe's Hot Wings,Whole Wings,,,N/A
20104,Moe's Hot Wings,Whole Wings Combo,,,N/A
20105,Moe's Hot Wings,10 Pieces Party Wings with Fries,$13.99,,N/A
20106,Moe's Hot Wings,10 Pieces Party Wings with 16 oz. Drink,$14.99,,N/A
20107,Moe's Hot Wings,Party Wings,,,N/A
20108,Moe's Hot Wings,Party Wings Combo,,,N/A
20109,Moe's Hot Wings,8 Pieces Boneless Buffalo Wings with Fries,$11.99,,N/A
20110,Moe's Hot Wings,8 Pieces Boneless Buffalo Wings with 16 oz. Drink,$12.99,,N/A
20111,Moe's Hot Wings,12 Pieces Boneless Buffalo Wings,$15.99,,N/A
20112,Moe's Hot Wings,12 Pieces Boneless Buffalo Wings with Fries,$16.99,,N/A
20113,Moe's Hot Wings,12 Pieces Boneless Buffalo Wings with Fries and 16 oz. Drink,$13.99,,N/A
20114,Moe's Hot Wings,4 Pieces Tender with Fries,$11.99,,N/A
20115,Moe's Hot Wings,4 Pieces Tender with 16 oz. Drink,$12.99,,N/A
20116,Moe's Hot Wings,8 Pieces Tender with Fries,$21.99,,N/A
20117,Moe's Hot Wings,8 Pieces Tender with Fries and 16 oz. Drink,$22.99,,N/A
20118,Moe's Hot Wings,Hot Dog,$5.99,,N/A
20119,Moe's Hot Wings,Hot Dog with Chili & Cheese,$6.99,,N/A
20120,Moe's Hot Wings,Philly Cheesesteak,$10.99,,N/A
20121,Moe's Hot Wings,Philly Cheesesteak with 16 oz. Drink,$13.99,,N/A
20122,Moe's Hot Wings,Philly Cheese Chicken,$10.99,,N/A
20123,Moe's Hot Wings,Philly Cheese Chicken with  16 oz. Drink,$13.99,,N/A
20124,Moe's Hot Wings,Cheesesteak,$10.99,,N/A
20125,Moe's Hot Wings,Cheesesteak with  16 oz. Drink,$13.99,,N/A
20126,Moe's Hot Wings,Mushroom Steak,$10.99,,N/A
20127,Moe's Hot Wings,Mushroom Steak with  16 oz. Drink,$13.99,,N/A
20128,Moe's Hot Wings,Cheesesteak with Mushrooms,$10.99,,N/A
20129,Moe's Hot Wings,Cheesesteak with Mushrooms and  16 oz. Drink,$13.99,,N/A
20130,Moe's Hot Wings,Pepper Steak,$10.99,,N/A
20131,Moe's Hot Wings,Pepper Steak with  16 oz. Drink,$13.99,,N/A
20132,Moe's Hot Wings,Cheesesteak with Pepper,$10.99,,N/A
20133,Moe's Hot Wings,Cheesesteak with Pepper and 16 oz. Drink,$13.99,,N/A
20134,Moe's Hot Wings,Mushroom Pepper Steak,$10.99,,N/A
20135,Moe's Hot Wings,Mushroom Pepper Steak with  16 oz. Drink,$13.99,,N/A
20136,Moe's Hot Wings,Mushroom Pepper Cheesesteak,$10.99,,N/A
20137,Moe's Hot Wings,Mushroom Pepper Cheesesteak with  16 oz. Drink,$13.99,,N/A
20138,Moe's Hot Wings,Regular Catfish Dinner,$16.99,,N/A
20139,Moe's Hot Wings,Regular Catfish Dinner with 16 oz. Drink,$17.99,,N/A
20140,Moe's Hot Wings,Large Catfish Dinner,$19.99,,N/A
20141,Moe's Hot Wings,Large Catfish Dinner with 16 oz. Drink,$21.99,,N/A
20142,Moe's Hot Wings,Catfish and Wings,$17.99,,N/A
20143,Moe's Hot Wings,Catfish and Wings with 16 oz. Drink,$18.99,,N/A
20144,Moe's Hot Wings,Catfish and Shrimp,$14.99,,N/A
20145,Moe's Hot Wings,Catfish and Shrimp with 16 oz. Drink,$15.99,,N/A
20146,Moe's Hot Wings,Catfish Nuggets,$13.99,,N/A
20147,Moe's Hot Wings,Catfish Nuggets with 16 oz. Drink,$14.99,,N/A
20148,Moe's Hot Wings,Chicken Nuggets,$9.99,,N/A
20149,Moe's Hot Wings,Chicken Nuggets with 16 oz. Drink,$11.99,,N/A
20150,Moe's Hot Wings,Fish Sandwich,$8.99,,N/A
20151,Moe's Hot Wings,Fish Sandwich Combo,$9.99,,N/A
20152,Moe's Hot Wings,Shrimp Sandwich,$8.99,,N/A
20153,Moe's Hot Wings,Shrimp Sandwich Combo,$9.99,,N/A
20154,Moe's Hot Wings,Buffalo Chicken Sandwich,$8.99,,N/A
20155,Moe's Hot Wings,Buffalo Chicken Sandwich Combo,$9.99,,N/A
20156,Moe's Hot Wings,Grilled and Fried Chicken Sandwich,$8.99,,N/A
20157,Moe's Hot Wings,Grilled and Fried Chicken Sandwich,$9.99,,N/A
20158,Moe's Hot Wings,Chicken Gyro,$9.99,,N/A
20159,Moe's Hot Wings,Chicken Gyro with 16 oz. Drink,$7.99,,N/A
20160,Moe's Hot Wings,Lamb Gyro,$9.99,,N/A
20161,Moe's Hot Wings,Lamb Gyro with 16 oz. Drink,$7.99,,N/A
20162,Moe's Hot Wings,Gyro Cheeseburger,$9.99,,N/A
20163,Moe's Hot Wings,Gyro Cheeseburger with 16 oz. Drink,$10.99,,N/A
20164,Moe's Hot Wings,Steak Burger,$10.99,Grilled or fried patty on a bun. ,N/A
20165,Moe's Hot Wings,Steak Burger with 16 oz. Drink,$11.99,,N/A
20166,Moe's Hot Wings,Moes Burger,$9.99,,N/A
20167,Moe's Hot Wings,Moes Burger with 16 oz. Drink,$10.99,,N/A
20168,Moe's Hot Wings,Regular Burger,$7.99,1/3 lb. Grilled or fried patty on a bun. ,N/A
20169,Moe's Hot Wings,Regular Burger with 16 oz. Drink,$8.99,1/3 lb. ,N/A
20170,Moe's Hot Wings,Chicken Patty Sandwich,$6.99,,N/A
20171,Moe's Hot Wings,Chicken Patty Sandwich with 16 oz. Drink,$7.99,,N/A
20172,Moe's Hot Wings,French Fries,, Fried potatoes.,N/A
20173,Moe's Hot Wings,Seasoned Fries,,Fried potatoes.,N/A
20174,Moe's Hot Wings,Regular Chili & Cheese Fries,$4.99,Fried potatoes topped with cheese and chili. ,N/A
20175,Moe's Hot Wings,Large Chili & Cheese Fries,$4.99,Fried potatoes topped with cheese and chili. ,N/A
20176,Moe's Hot Wings,Onion Rings,,Fried battered onion.,N/A
20177,Moe's Hot Wings,Corn Nuggets,,Ball of battered fried corn. ,N/A
20178,Moe's Hot Wings,Fried Pickles,$3.00,Battered and deep fried. ,N/A
20179,Moe's Hot Wings,Fried Okra,$3.00,Cooked in oil.,N/A
20180,Moe's Hot Wings,Hushpuppies,$1.00,3 pieces. Fried cornmeal dough ball.,N/A
20181,Moe's Hot Wings,Coleslaw,$1.00,4 oz. Cabbage salad.,N/A
20182,Moe's Hot Wings,Extra Carrots,$1.00,,N/A
20183,Moe's Hot Wings,Extra Celery,$1.00,,N/A
20184,Moe's Hot Wings,Extra Carrots and Celery,$1.00,,N/A
20185,Moe's Hot Wings,Extra Rolls,$0.50,,N/A
20186,Moe's Hot Wings,Extra Dressing,$0.50,,N/A
20187,Moe's Hot Wings,Extra Wing Sauce,,,N/A
20188,Moe's Hot Wings,6 Piece Hot Wings Lunch,$9.99,,N/A
20189,Moe's Hot Wings,3 Piece Chicken Tenders Lunch,$9.99,,N/A
20190,Moe's Hot Wings,10 Piece Shrimp Lunch,$9.99,,N/A
20191,Moe's Hot Wings,Cheeseburger Lunch,$9.99,,N/A
20192,Moe's Hot Wings,3 Piece Catfish Lunch,$12.99,,N/A
20193,Moe's Hot Wings,Soda,,,N/A
20194,Moe's Hot Wings,20 oz. Bottle Soda,$1.69,,N/A
20195,Casablanca Germantown,1. Sultan Mezza Combo,$29.95,"Hummus, baba ghanoush, falafel, grape leaves and tabbouleh, served with pita. ",N/A
20196,Casablanca Germantown,2. Small Mezza Combo,$14.95,"Hummus, baba ghanoush and falafel, served with pita.",N/A
20197,Casablanca Germantown,3. Lentil Soup,$6.50,"Split lentils with carrots, onions and garlic.",N/A
20198,Casablanca Germantown,4. Moroccan Soup,$6.50,"Chickpeas, lentils, parsley, celery, cilantro, onions, tomatoes and pasta.",N/A
20199,Casablanca Germantown,5. Kibbeh,$11.95,"A must-try appetizer, a piece of kifta encrusted between bulgur and lean lamb shell.",N/A
20200,Casablanca Germantown,6. Casablanca Baba Ghanoush,$7.95,Roasted eggplant with mixed vegetable dip. A must-try.,N/A
20201,Casablanca Germantown,7. Baba Ghanoush,$7.95,Roasted eggplant spread served with fresh pita.,N/A
20202,Casablanca Germantown,8. Falafel Hummus Platter,$10.95,Chickpea spread and falafel served with fresh pita.,N/A
20203,Casablanca Germantown,9. Hummus Chickpea Spread,$7.95,Served with fresh pita or pita chips.,N/A
20204,Casablanca Germantown,10. Spanakopita,$9.95,Spinach wrapped in phyllo dough.,N/A
20205,Casablanca Germantown,11. Hummus with Shawarma,$16.95,"Your choice of shaved seasoned beef and lamb, chicken or mixed.",N/A
20206,Casablanca Germantown,12. Grape Leaves,$9.95,Grape leaves stuffed with spiced rice.,N/A
20207,Casablanca Germantown,13. Casablanca Chips,$9.95,Mild feta cheese dip with pita chips.,N/A
20208,Casablanca Germantown,14. Simple Favorite,$7.95,Spicy feta cheese dip with pita bread.,N/A
20209,Casablanca Germantown,15. House Salad,$11.95,"Lettuce, tomatoes, onions and cucumbers.",N/A
20210,Casablanca Germantown,16. Greek Salad,$11.95,"Lettuce, tomatoes, onions, banana peppers, black olives, feta cheese and cucumbers.",N/A
20211,Casablanca Germantown,17. Tabbouleh Salad,$11.95,"Couscous with tomatoes, parsley, lemon, salt and olive oil.",N/A
20212,Casablanca Germantown,18. Jerusalem Salad,$11.95,House salad mixed with tabbouleh salad.,N/A
20213,Casablanca Germantown,19. Grilled Chicken Salad,$16.95,"Lettuce, tomatoes, onions, banana peppers, black olives and cucumbers, topped with our marinated grilled chicken.",N/A
20214,Casablanca Germantown,20. Shawarma Salad,$15.95,"Lettuce, tomatoes, onions, black olives and cucumbers, topped with shawarma beef and lamb, chicken or mixed.",N/A
20215,Casablanca Germantown,21. Seafood Chef Salad,$19.95,"Lettuce, tomatoes, onions, banana peppers, black olives and cucumbers, topped with your choice of char-grilled tilapia, salmon or shrimp.",N/A
20216,Casablanca Germantown,22. Beef and Lamb Shawarma Wrap,$12.95,"Marinated shaved slices of beef and lamb, rotisserie grilled.",N/A
20217,Casablanca Germantown,23. Chicken Shawarma Wrap,$12.95,"Marinated slices of chicken, rotisserie grilled.",N/A
20218,Casablanca Germantown,24. Super Wrap,$15.95,"Marinated slices of lamb, beef and chicken, rotisserie grilled.",N/A
20219,Casablanca Germantown,25. Lamb Chop Wrap,$15.95,"Filet of lamb, lettuce, tomatoes and onions.",N/A
20220,Casablanca Germantown,26. Grilled Chicken Wrap,$14.95,"Fresh chicken breast cooked on the grill and served with lettuce, tomatoes and onions.",N/A
20221,Casablanca Germantown,27. Casablanca Philly Cheesesteak Wrap,$12.95,"Grilled bell peppers and onions with melted cheese. your choice of beef steak, chicken or shrimp.",N/A
20222,Casablanca Germantown,28. Falafel Big Mac of the Middle East,$10.95,"Ground chickpeas, parsley, garlic, onions, lettuce, tomatoes and spices.",N/A
20223,Casablanca Germantown,29. Eggplant Parmesan Wrap,$11.95,"Eggplant breaded with seasoned breadcrumbs and mozzarella cheese, served in a pita with marinara sauce.",N/A
20224,Casablanca Germantown,30. Egyptian Hawawshi,$16.95,"Beef and lamb, chicken or mixed with mozzarella cheese, Mediterranean spices, baked in pita.",N/A
20225,Casablanca Germantown,31. Poisson Fish Wrap,$14.95,Char-grilled tilapia or salmon with lettuce and tomatoes in a pita.,N/A
20226,Casablanca Germantown,32. Casablanca Chicken Schnitzel Wrap,$14.95,Thinly fried chicken with lettuce and tomatoes.,N/A
20227,Casablanca Germantown,33. Holy Land Shish Kabob  Chicken,$22.95,"Portions of chicken on skewers, served with rice and vegetables.",N/A
20228,Casablanca Germantown,34. Lamb Shish Kabob,$25.95,"Generous portions of lamb on skewers, served with rice and vegetables.",N/A
20229,Casablanca Germantown,35. Mix Kabob,$25.95,Two kabobs 1 chicken and 1 lamb. Served with rice and vegetables.,N/A
20230,Casablanca Germantown,35. Mix Kabob,$22.00,Two kabobs 1 chicken and 1 lamb. Served with rice and vegetables.,N/A
20231,Casablanca Germantown,36. Hummus with Shawarma,$19.95,"Hummus with your choice of beef and lamb, chicken or mixed shawarma with pita bread.",N/A
20232,Casablanca Germantown,37. Shawarma Platter,$19.95,"Chicken, beef and lamb or mixed shawarma with rice and vegetables topped with house sauce.",N/A
20233,Casablanca Germantown,38. Couscous Platter,$19.95,"Couscous served with chicken, beef and lamb or mixed shawarma.",N/A
20234,Casablanca Germantown,39. Vegetarian Couscous,$18.95,Meatless.,N/A
20235,Casablanca Germantown,40. Pastitsio,$19.95,Seasoned beef and lamb baked in layers of pasta. Topped with a delicious creamy bechamel sauce.,N/A
20236,Casablanca Germantown,41. Moussaka,$19.95,"Layered eggplant, potatoes and spiced ground beef filling topped off with a delicious creamy bechamel sauce.",N/A
20237,Casablanca Germantown,42. Grilled Salmon Fillet Platter,$24.95,"Seasoned with spices and grilled, served with rice, vegetables and house sauce.",N/A
20238,Casablanca Germantown,43. Grilled Salmon with Tilapia and Shrimp Platter,$28.95,"Seasoned salmon, tilapia and shrimp grilled, served with rice, vegetables and house sauce.",N/A
20239,Casablanca Germantown,44. Vegetarian Platter,$18.95,"Stuffed grape leaves, spinach wrapped phyllo dough, served with falafel.",N/A
20240,Casablanca Germantown,45. Chicken Fettuccine Alfredo,$19.95,Pasta topped with grilled chicken and creamy Alfredo sauce.,N/A
20241,Casablanca Germantown,Baba Ghanoush,,,N/A
20242,Casablanca Germantown,Casablanca Baba Ghanoush,,,N/A
20243,Casablanca Germantown,Hot Sauce ,,,N/A
20244,Casablanca Germantown,House Sauce ,,,N/A
20245,Casablanca Germantown,Hummus ,,,N/A
20246,Casablanca Germantown,Bottled Olive Oil ,,"Casablanca extra virgin olive oil is made from carefully selected, hand picked quality olives crushed in a traditional manner and cold pressed to preserve the full flavor of the olive oil, its deep aroma and natural color.",N/A
20247,Casablanca Germantown,46. Kids Suhaib Cheese Wrap,$6.50,"Grilled cheese pita, the owners' son's favorite.",N/A
20248,Casablanca Germantown,47. Kids Chicken Strips with Fries,$11.95,Homemade fried chicken strips made with our recipe.,N/A
20249,Casablanca Germantown,48. Kids Chicken Alfredo Pasta,$12.95,Kid-sized portion of pasta topped with chicken and creamy Alfredo sauce.,N/A
20250,Casablanca Germantown,Fluffy Homemade Chocolate Mousse,$5.95,,N/A
20251,Casablanca Germantown,Medium Sized Baklava,$15.00,"Rich, sweet dessert pastry made of layers of filo filled with chopped nuts and sweetened with honey.",N/A
20252,Casablanca Germantown,Baklava,$6.95,"Rich, sweet dessert pastry made of layers of filo filled with chopped pistachios and sweetened with honey.",N/A
20253,Casablanca Germantown,Hot Tea - Best Tea in Memphis ,$3.95,"Served hot. Made with ginger, sage, mint and honey.",N/A
20254,Casablanca Germantown,Iced Tea - Best Tea in Memphis ,$3.95,"Served iced. Made with ginger, sage, mint and honey.",N/A
20255,Casablanca Germantown,Iced Tea and Lemonade Drink,$4.50,,N/A
20256,Casablanca Germantown,Iced Tea Gallon,$10.00,"Made with ginger, sage, mint and honey.",N/A
20257,Casablanca Germantown,Lemonade Gallon,$16.00,Freshly squeezed lemon blended with honey and made to perfection.,N/A
20258,Casablanca Germantown,Mixed Tea Jar,$13.00,,N/A
20259,Casablanca Germantown,Lemonade,$4.50,,N/A
20260,Casablanca Germantown,Soft Drinks,$3.95,,N/A
20261,Casablanca Germantown,Turkish Coffee,$3.95,,N/A
20262,Memphis Sports Pub,Pub Wings,$9.50,Meaty drummies fried golden crisp.,N/A
20263,Memphis Sports Pub,Potato Skins,$7.50,"Six potato skins loaded with cheese and bacon, with sour cream on the side.",N/A
20264,Memphis Sports Pub,Sausasge & Cheese Plate,$6.75,"Smoked sausage, peppers, cheddar, served with mustard dressing and a pickle spear.",N/A
20265,Memphis Sports Pub,Superme Nachos,$7.95,"Crispy tortilla chips topped with your choice of specially seasoned chilli or grilled chicken, shredded cheddar cheese lettuce, tomato, and sour cream and jalapenos.",N/A
20266,Memphis Sports Pub,Fried Mozzarella Sticks,$6.75,Six golden-fired with a side of dipping sauce.,N/A
20267,Memphis Sports Pub,Chicken Quesadillia,$7.75,"Grilled seasoned chicken breast, fire-roasted bell peppers and onions, melted cheddar cheese fill a flour tortilla.",N/A
20268,Memphis Sports Pub,Mini Corn Dogs,$4.00,Ten mini hot dogs coated in a corn batter and deep fried.,N/A
20269,Memphis Sports Pub,Popcorn,$1.00,,N/A
20270,Memphis Sports Pub,App Plater,$10.95,"A tasty assortment of mozzarella sticks, chicken drummets, chicken tenders served with ranch, honey mustard and marinara.",N/A
20271,Memphis Sports Pub,Loaded Queso,$8.25,"Seasoned ground beef and queso, served with sour cream and crispy tortilla chips.",N/A
20272,Memphis Sports Pub,Big Pub,$6.95,"Our signature 1/2 ;b. Burger, handmade and grilled to order. Served on a warm Kaiser roll.",N/A
20273,Memphis Sports Pub,Big Cheese,$6.25,"Our signature 1/2 lb. burger, handmade and grilled to order.",N/A
20274,Memphis Sports Pub,Grilled Chicken,$7.95,Served on a warm Kaiser roll.,N/A
20275,Memphis Sports Pub,Philly Cheese Steak,$7.99,"Thinly sliced chicken breast grilled with sauteed mushrooms, onions, roasted peppers and melted swiss on a warm hoagie roll.",N/A
20276,Memphis Sports Pub,Philly Cheese Chicken,$7.99,"Thinly sliced chicken breast grilled with sauteed mushrooms, onions, roasted peppers and melted swiss on a warm hoagie roll.",N/A
